owner,fish_id,gene,anat_label,plane,func_label,cell_key,stim_type,stim_class,block,stim_idx,response_mean_dff,response_mean_zdff,n_valid_points,n_total_points,fps
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLB,bout,B2,17,0.061402663588523865,1.8005328178405762,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,RLC,continuous,B2,20,0.005751830525696278,-0.6842726469039917,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLC,continuous,B2,21,0.0030484325252473354,-0.804979145526886,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,RLB,bout,B2,22,0.033738650381565094,0.5653368234634399,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLB+RLB,bout,B2,23,0.07640597969293594,2.4704298973083496,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLB+RLB,bout,B2,24,0.0826883614063263,2.7509377002716064,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLC,continuous,B2,25,0.0024351710453629494,-0.8323612809181213,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLC+RLC,continuous,B2,26,0.0014416584745049477,-0.8767215013504028,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,RLC,continuous,B2,28,0.011228629387915134,-0.43973398208618164,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLB,bout,B2,30,0.012792392633855343,-0.3699120581150055,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,RLB,bout,B2,31,0.010903083719313145,-0.4542695879936218,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,RLC,continuous,B1,1,0.0072871907614171505,-0.009097972884774208,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,LLC,continuous,B1,2,0.014464912004768848,1.0103163719177246,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,RLB,bout,B1,3,0.012281188741326332,0.7001734972000122,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,LLB,bout,B1,4,0.02115018106997013,1.9597899913787842,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,LLB+RLB,bout,B1,6,0.010368612594902515,0.4285401999950409,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,LLC+RLC,continuous,B1,7,0.01361947599798441,0.8902435302734375,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,RLC,continuous,B1,9,0.00866757333278656,0.18695053458213806,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,LLB,bout,B1,10,0.006380780134350061,-0.13783076405525208,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,LLB+RLB,bout,B1,11,0.007360544521361589,0.0013200585963204503,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,RLB,bout,B1,12,0.003964705858379602,-0.48097312450408936,57,57,2.0
Matilde,L395_f11,pth2,15791,1,687,L395_f11|pth2|15791,LLC,continuous,B1,13,0.005211532115936279,-0.30389299988746643,57,57,2.0
